tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct,peakPnlDay,zAtDay3,zAtDay5,zAtDay10,zVelocityFirst3d,zVelocityLast3d,pnlAtDay3,pnlAtDay5,pnlAtDay10,betaDriftDay3,betaDriftDay5,betaDriftDay10,hadPositiveWindow,peakToExitDrop,spreadAtEntry,spreadAtExit,spreadChange
2525,GOLD,RIO,MINING,2025-06-13,2025-06-17,SHORT_A_LONG_B,21.7775,55.0865,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,2.2217,-1.6659,1.785,-1.6552,6,C,0.625,2,TRAIL,-1.83,-0.183,-9.83,8,1,-62.33,62.33,4.079,-0.183,1,,,,,-0.1796,,,,,,,1,4.262,-5.91049885,-5.90901965,0.00147920
2526,GOLD,RIO,MINING,2025-07-18,2025-07-30,LONG_A_SHORT_B,21.5956,57.499,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,-2.4202,-2.4238,0.0152,-2.2834,6,C,0.625,8,REVERT,19.21,1.921,11.21,8,1,-63.34,63.34,1.921,-12.005,8,-2.4755,-1.4798,,0.1161,0.3653,-11.452,-8.339,,-62.61,-62.68,,0,0.000,-6.01501438,-5.99565843,0.01935595
2527,GOLD,RIO,MINING,2025-08-28,2025-09-02,LONG_A_SHORT_B,22.713,61.1694,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,-2.1092,-3.0643,-0.0919,-2.6223,6,C,0.625,2,REVERT,61,6.1,53,8,1,-62.26,62.26,6.1,2.486,2,,,,,0.5606,,,,,,,0,0.000,-6.10335832,-6.04240393,0.06095439
2528,GOLD,RIO,MINING,2025-09-12,2025-09-16,SHORT_A_LONG_B,26.6781,60.7414,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,2.8161,-1.7834,2.0862,-1.8535,7,B,0.6667,2,TRAIL,9.6,0.96,1.6,8,1,-60.78,60.9,4.153,0.96,1,,,,,-0.2381,,,,,,,0,3.193,-5.926702,-5.936362,-0.00966000
2529,GOLD,RIO,MINING,2025-09-18,2025-09-24,SHORT_A_LONG_B,26.8462,60.2939,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,2.1493,-1.6176,0.3375,-2.2246,6,C,0.625,4,REVERT,84.6,8.46,76.6,8,1,-61.18,61.18,8.46,2.626,4,0.7601,,,0.2440,0.1624,6.159,,,-60.99,,,0,0.000,-5.90383636,-5.98754616,-0.08370980
2530,GOLD,RIO,MINING,2025-10-22,2025-10-27,LONG_A_SHORT_B,26.6781,67.8623,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,-2.5679,-3.5862,-1.8441,-3.6474,7,B,0.6667,3,TRAIL,-8.33,-0.833,-16.33,8,1,-61.7,61.79,1.384,-1.468,2,-1.8441,,,0.1802,0.1802,-0.833,,,-61.7,,,1,2.217,-6.17533242,-6.18377663,-0.00844421
2531,GOLD,RIO,MINING,2025-10-28,2025-11-05,LONG_A_SHORT_B,27.2121,70.0316,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,-2.3174,-3.9542,-1.1133,-4.0214,6,C,0.625,6,TRAIL,-6.1,-0.61,-14.1,8,1,-61.79,62.21,2.635,-3.292,5,-1.6865,-0.7324,,0.2364,-0.0187,-2.637,2.635,,-62.16,-61.59,,1,3.245,-6.22608964,-6.23535347,-0.00926383
2532,GOLD,RIO,MINING,2025-12-01,2025-12-10,SHORT_A_LONG_B,29.1503,70.0122,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,2.0778,-3.4508,-0.3643,-3.8808,6,C,0.625,7,REVERT,60.59,6.059,52.59,8,1,-60.74,61.08,6.059,-2.21,7,1.3262,1.1711,,0.2072,0.2689,0.322,-0.42,,-60.47,-60.53,,0,0.000,-6.15666291,-6.21596132,-0.05929841
2533,GOLD,RIO,MINING,2025-12-23,2025-12-26,LONG_A_SHORT_B,33.625,78.7673,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,-2.2129,-4.3315,-2.0854,-4.4042,6,C,0.625,2,TRAIL,-9.99,-0.999,-17.99,8,1,-60.94,60.94,3.334,-0.999,1,,,,,-0.4052,,,,,,,1,4.333,-6.27813211,-6.28815698,-0.01002487
2534,GOLD,RIO,MINING,2026-01-09,2026-01-14,SHORT_A_LONG_B,38.8671,78.923,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,2.557,-3.3132,-0.2723,-4.0876,7,B,0.6667,3,REVERT,110.29,11.029,102.29,8,1,-61.1,61.1,11.029,-4.983,3,-0.2723,,,0.8286,0.8286,11.029,,,-61.1,,,0,0.000,-6.13768191,-6.24448831,-0.10680640
2535,GOLD,RIO,MINING,2026-02-09,2026-02-12,SHORT_A_LONG_B,63.9214,94.2153,2.24285,0.3785,19.09,0.036307,0.589973,-5.680736,0.9289,2.1926,-2.5861,0.0685,-3.5303,6,C,0.625,3,REVERT,124.95,12.495,116.95,8,1,-57.19,57.19,12.495,3.32,3,0.0685,,,0.5154,0.5154,12.495,,,-57.19,,,0,0.000,-6.03740792,-6.16763323,-0.13022531
2537,GOLD,VALE,MINING,2025-05-12,2025-05-30,LONG_A_SHORT_B,21.4148,8.8133,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,-2.2217,-2.3574,-0.2903,-2.5789,2,D,0.4583,13,REVERT,-27.19,-2.719,-35.19,8,1,-6.17,6.17,-0.727,-8.993,1,-2.1255,-1.7228,-0.536,-0.0298,0.1547,-6.186,-6.986,-2.723,-1,-1.68,-0.66,0,1.992,-0.04008202,-0.07054204,-0.03046002
2538,GOLD,VALE,MINING,2025-06-13,2025-06-16,SHORT_A_LONG_B,21.7775,8.6847,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,2.4854,-2.083,-0.1569,-2.6828,2,D,0.4583,1,REVERT,83.09,8.309,75.09,8,1,-2.24,2.24,8.309,8.309,1,,,,,,,,,,,,0,0.000,-0.00233567,-0.08483467,-0.08249900
2539,GOLD,VALE,MINING,2025-06-25,2025-06-30,SHORT_A_LONG_B,21.111,8.3175,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,2.1243,-1.8609,0.0361,-2.3666,2,D,0.4583,3,REVERT,72.62,7.262,64.62,8,1,-9.79,11.1,12.47,4.737,2,0.0361,,,0.2453,0.2453,7.262,,,-9.79,,,0,5.208,0.02820746,-0.04134291,-0.06955037
2540,GOLD,VALE,MINING,2025-09-12,2025-09-16,SHORT_A_LONG_B,26.6781,10.1337,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,2.0875,-2.2074,1.728,-2.2493,2,D,0.4583,2,TRAIL,5.77,0.577,-2.23,8,1,-0.41,0.92,1.694,0.577,1,,,,,-0.1580,,,,,,,0,1.117,-0.01945497,-0.02520742,-0.00575245
2541,GOLD,VALE,MINING,2025-10-06,2025-10-08,LONG_A_SHORT_B,25.4718,10.7225,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,-2.6118,-3.1297,-0.0626,-2.5501,3,D,0.5,2,REVERT,81.07,8.107,73.07,8,1,-1,3.07,8.107,2.459,2,,,,,0.7789,,,,,,,0,0.000,-0.14629155,-0.06658636,0.07970519
2542,GOLD,VALE,MINING,2025-10-16,2025-10-17,SHORT_A_LONG_B,29.3677,10.5516,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,2.3595,-1.9281,0.1266,-2.4863,2,D,0.4583,1,REVERT,73.8,7.38,65.8,8,1,-1.46,1.46,7.38,7.38,1,,,,,,,,,,,,0,0.000,0.01895702,-0.05781118,-0.07676820
2543,GOLD,VALE,MINING,2025-10-30,2025-11-19,LONG_A_SHORT_B,26.51,11.2924,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,-2.02,-3.3762,-0.2875,-3.8198,2,D,0.4583,14,REVERT,-60.7,-6.07,-68.7,8,1,-9.5,9.96,-3.257,-12.386,1,-2.2656,-1.7985,-1.2498,-0.0184,0.1690,-8.358,-10.867,-11.025,-3.57,-9.84,-8.57,0,2.813,-0.18019786,-0.24119521,-0.06099735
2544,GOLD,VALE,MINING,2025-12-05,2025-12-15,SHORT_A_LONG_B,30.7847,12.2516,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,2.0327,-3.1348,0.4363,-3.365,2,D,0.4583,6,REVERT,32.51,3.251,24.51,8,1,-9.04,9.04,3.251,-1.721,6,1.4695,0.7031,,0.0464,0.0913,-0.559,2.417,,-3.56,-8.31,,0,0.000,-0.1469952,-0.17864689,-0.03165169
2545,GOLD,VALE,MINING,2026-01-09,2026-01-14,SHORT_A_LONG_B,38.8671,13.97,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,2.5948,-2.801,-0.3058,-3.1143,3,D,0.5,3,REVERT,44.32,4.432,36.32,8,1,-18.88,18.88,4.432,-10.535,3,-0.3058,,,1.1754,1.1754,4.432,,,-18.88,,,0,0.000,-0.1010859,-0.14417145,-0.04308555
2546,GOLD,VALE,MINING,2026-02-09,2026-02-13,SHORT_A_LONG_B,63.9214,16.79,1.426378,0.5176,25.1,0.027616,0.513076,0.284129,0.9309,2.7296,-1.0905,1.4887,-1.3794,3,D,0.5,4,TRAIL,38.47,3.847,30.47,8,1,-5.98,5.98,12.164,1.992,3,0.7107,,,0.4763,-0.0218,12.164,,,-2.48,,,0,8.317,0.13415063,0.09442332,-0.03972731
2548,GOLD,SCCO,MINING,2025-05-12,2025-05-14,LONG_A_SHORT_B,21.4148,88.1616,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-2.276,-2.3323,-1.9181,-2.4725,5,C,0.5833,2,TRAIL,-16.76,-1.676,-24.76,8,1,-50.88,50.88,1.794,-1.676,1,,,,,-0.0940,,,,,,,1,3.470,-3.50968228,-3.52633363,-0.01665135
2549,GOLD,SCCO,MINING,2025-06-26,2025-07-02,LONG_A_SHORT_B,21.4736,99.9916,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-3.2163,-3.8649,-1.6582,-3.7256,6,C,0.625,4,TRAIL,17.09,1.709,9.09,8,1,-52.5,52.5,6.118,-0.436,3,-0.6801,,,0.6431,-0.3036,6.118,,,-52.07,,,0,4.409,-3.69173682,-3.67519182,0.01654500
2550,GOLD,SCCO,MINING,2025-07-30,2025-08-04,SHORT_A_LONG_B,21.1705,86.518,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,2.0056,-2.1964,0.4227,-2.7171,5,C,0.5833,3,REVERT,62.17,6.217,54.17,8,1,-51.11,51.33,6.475,5.739,1,0.4227,,,0.0376,0.0376,6.217,,,-51.11,,,0,0.258,-3.49354043,-3.55539268,-0.06185225
2551,GOLD,SCCO,MINING,2025-09-05,2025-09-09,LONG_A_SHORT_B,23.5733,100.2106,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-2.0909,-3.1066,0.1191,-2.52,5,C,0.5833,2,REVERT,69.34,6.934,61.34,8,1,-50.75,50.75,6.934,2.52,2,,,,,0.6916,,,,,,,0,0.000,-3.60165992,-3.53197662,0.06968330
2552,GOLD,SCCO,MINING,2025-09-24,2025-09-29,LONG_A_SHORT_B,26.4111,116.2863,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-3.4741,-3.9879,-2.1023,-4.1292,6,C,0.625,3,TRAIL,-16.91,-1.691,-24.91,8,1,-51.36,51.36,2.846,-1.691,2,-2.1023,,,0.2377,0.2377,-1.691,,,-51.36,,,1,4.537,-3.70634306,-3.72312451,-0.01678145
2553,GOLD,SCCO,MINING,2025-09-30,2025-10-02,LONG_A_SHORT_B,25.5805,118.0963,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-2.2244,-4.4477,-1.9097,-4.6609,5,C,0.5833,2,TRAIL,-25.85,-2.585,-33.85,8,1,-51.67,51.67,1.003,-2.585,1,,,,,-0.0570,,,,,,,1,3.588,-3.76096451,-3.7862948,-0.02533029
2554,GOLD,SCCO,MINING,2025-10-06,2025-10-13,LONG_A_SHORT_B,25.4718,126.4845,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-2.0504,-5.3314,-1.098,-5.0835,5,C,0.5833,5,TRAIL,31.19,3.119,23.19,8,1,-51.06,52.04,8.227,2.827,4,-1.0974,-1.098,,0.1561,-0.0002,5.196,3.119,,-50.73,-51.06,,0,5.108,-3.86593323,-3.83648469,0.02944854
2555,GOLD,SCCO,MINING,2025-10-28,2025-11-13,LONG_A_SHORT_B,27.2121,134.6391,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-2.4923,-5.5469,-0.4982,-5.8121,5,C,0.5833,12,REVERT,-29.23,-2.923,-37.23,8,1,-51.26,52.63,-2.108,-8.005,5,-1.8681,-1.2822,-1.0211,0.3617,0.1743,-3.882,-2.108,-5.657,-52.37,-51.74,-51.38,0,0.815,-3.89153843,-3.92304479,-0.03150636
2556,GOLD,SCCO,MINING,2025-11-20,2025-11-28,SHORT_A_LONG_B,25.7718,118.4958,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,2.2526,-4.4267,0.995,-4.9796,5,C,0.5833,5,TRAIL,70.28,7.028,62.28,8,1,-51.05,52.25,10.456,2.245,4,0.9303,0.995,,0.3310,-0.0216,8.382,7.028,,-52.25,-51.05,,0,3.428,-3.75847082,-3.82414635,-0.06567553
2557,GOLD,SCCO,MINING,2026-01-09,2026-01-13,LONG_A_SHORT_B,38.8671,168.3545,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-2.4307,-5.3069,-1.5213,-5.0233,5,C,0.5833,2,TRAIL,35.58,3.558,27.58,8,1,-48.69,48.69,5.104,3.558,1,,,,,-0.2163,,,,,,,0,1.546,-3.86302977,-3.82933758,0.03369219
2558,GOLD,SCCO,MINING,2026-01-14,2026-01-20,LONG_A_SHORT_B,39.6843,177.9708,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-3.348,-5.818,-1.7971,-5.7452,6,C,0.625,3,TRAIL,9.49,0.949,1.49,8,1,-49.69,49.8,4.687,-1.528,2,-1.7971,,,0.3216,0.3216,0.949,,,-49.69,,,0,3.738,-3.92374538,-3.91509358,0.00865180
2559,GOLD,SCCO,MINING,2026-02-09,2026-02-13,SHORT_A_LONG_B,63.9214,205.635,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,2.2769,-3.5901,1.4965,-3.5576,5,C,0.5833,4,TRAIL,-4.13,-0.413,-12.13,8,1,-45.19,45.89,4.484,-2.39,3,1.0325,,,0.3762,-0.0340,4.484,,,-45.46,,,1,4.897,-3.65909422,-3.65523638,0.00385784
2560,GOLD,SCCO,MINING,2026-03-31,2026-04-08,LONG_A_SHORT_B,40.08,172.06,1.46763,0.5359,14.43,0.04802,0.584389,-3.232629,0.9068,-2.0235,-5.3172,-1.2322,-5.2415,5,C,0.5833,5,TRAIL,12.83,1.283,4.83,8,1,-48.72,49.2,6.829,-1.953,4,-1.1196,-1.2322,,0.2652,-0.0375,2.305,1.283,,-48.99,-48.72,,0,5.546,-3.86425133,-3.85525487,0.00899646
2561,FCX,BHP,MINING,2025-06-02,2025-06-06,SHORT_A_LONG_B,39.7759,48.4754,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,2.1227,0.3605,1.6379,0.9947,7,B,0.6667,4,STALL,-28,-2.8,-36,8,1,-40.43,40.75,-2.47,-3.058,3,1.7403,,,0.3167,0.1756,-2.47,,,-40.45,,,0,0.330,-2.86563253,-2.83815655,0.02747598
2562,FCX,BHP,MINING,2025-06-17,2025-06-24,SHORT_A_LONG_B,40.9845,46.8573,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,2.1764,2.374,1.7911,3.1299,7,B,0.6667,4,STALL,-32.78,-3.278,-40.78,8,1,-39.8,40.29,-0.106,-3.278,1,1.8241,,,0.0319,0.1424,-2.316,,,-40.2,,,0,3.172,-2.77841119,-2.74566527,0.03274592
2563,FCX,BHP,MINING,2025-07-16,2025-07-21,LONG_A_SHORT_B,43.7139,50.1818,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,-2.1541,1.1922,-2.1777,0.3179,7,B,0.6667,3,STALL,-38.77,-3.877,-46.77,8,0,-40.73,40.73,-0.345,-3.877,2,-2.1777,,,-0.0531,-0.0531,-3.877,,,-40.73,,,0,3.532,-2.82960441,-2.86747738,-0.03787297
2564,FCX,BHP,MINING,2025-07-22,2025-07-29,LONG_A_SHORT_B,45.5229,53.9967,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,-2.5233,-0.7259,-1.1648,-0.36,8,B,0.7083,5,TRAIL,15.91,1.591,7.91,8,1,-41.89,41.89,4.131,-2.862,4,-0.9995,-1.1648,,0.4800,-0.0551,3.867,1.591,,-41.66,-41.89,,0,2.540,-2.91269126,-2.896839,0.01585226
2565,FCX,BHP,MINING,2025-09-04,2025-09-05,SHORT_A_LONG_B,45.7913,54.4772,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,2.0371,-0.9353,3.0365,0.0216,7,B,0.6667,1,DIVERGE,-41.1,-4.11,-49.1,8,0,-40.37,40.37,-4.11,-4.11,1,,,,,,,,,,,,0,0.000,-2.92176366,-2.88031057,0.04145309
2566,FCX,BHP,MINING,2025-09-08,2025-09-10,SHORT_A_LONG_B,46.3777,53.1533,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,2.7252,0.3168,1.8615,0.1077,8,B,0.7083,2,TRAIL,8.57,0.857,0.57,8,1,-40.55,40.79,2.668,0.857,1,,,,,-0.1172,,,,,,,0,1.811,-2.86752403,-2.87658053,-0.00905650
2567,FCX,BHP,MINING,2025-09-24,2025-10-07,LONG_A_SHORT_B,37.4421,52.4668,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,-2.8241,-4.1176,-0.4011,-3.5558,8,B,0.7083,9,REVERT,26.55,2.655,18.55,8,1,-42.92,44.66,2.655,-13.093,9,-2.0646,-1.1997,,0.4384,0.1384,-10.039,-3.327,,-44.02,-43.32,,0,0.000,-3.05961232,-3.03527807,0.02433425
2568,FCX,BHP,MINING,2025-11-18,2025-11-24,SHORT_A_LONG_B,39.9006,52.6727,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,2.3754,-2.8021,2.0749,-1.7807,7,B,0.6667,4,STALL,-44.25,-4.425,-52.25,8,1,-41.51,41.71,-1.654,-4.425,3,1.6735,,,0.4331,0.0363,-1.654,,,-41.71,,,0,2.771,-3.00262692,-2.95838466,0.04424226
2569,FCX,BHP,MINING,2026-01-09,2026-01-15,SHORT_A_LONG_B,56.3895,60.5281,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,3.0148,-0.232,0.3498,-1.4442,8,B,0.7083,4,REVERT,54.51,5.451,46.51,8,1,-40.27,40.27,5.451,-0.904,4,0.55,,,0.7380,0.4898,4.998,,,-40.1,,,0,0.000,-2.8912985,-2.9438051,-0.05250660
2570,FCX,BHP,MINING,2026-02-04,2026-02-10,LONG_A_SHORT_B,61.86,70.8253,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,-2.0301,-4.2146,-1.245,-3.768,7,B,0.6667,4,TRAIL,19.59,1.959,11.59,8,1,-39.52,40.36,4.114,1.959,3,-0.9181,,,0.1206,-0.0863,4.114,,,-39.3,,,0,2.155,-3.06381319,-3.0444684,0.01934479
2571,FCX,BHP,MINING,2026-02-17,2026-02-19,LONG_A_SHORT_B,61.09,72.8553,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,-2.0051,-5.6045,-1.6916,-5.4588,7,B,0.6667,2,TRAIL,6.51,0.651,-1.49,8,1,-40.79,40.79,1.845,0.651,1,,,,,-0.0548,,,,,,,0,1.194,-3.12402352,-3.11771014,0.00631338
2572,FCX,BHP,MINING,2026-03-31,2026-04-02,LONG_A_SHORT_B,58.78,72.74,1.6874,0.8636,5.83,0.118798,0.335187,-2.881247,0.7879,-2.6388,-6.4327,-0.3728,-5.7004,8,B,0.7083,2,REVERT,32.63,3.263,24.63,8,1,-41,41.05,3.263,2.215,2,,,,,0.3569,,,,,,,0,0.000,-3.15989742,-3.12817415,0.03172327
2573,FCX,RIO,MINING,2025-06-02,2025-06-17,SHORT_A_LONG_B,39.7759,56.5872,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,2.1629,-0.001,1.5701,1.7213,9,B,0.75,11,STALL,-119.45,-11.945,-127.45,8,1,-51.87,52.4,-2.754,-11.945,1,1.909,1.6421,1.2984,0.1346,-0.1062,-5.014,-6.39,-8.785,-52.08,-51.87,-51.71,0,9.191,-4.64987838,-4.52890053,0.12097785
2574,FCX,RIO,MINING,2025-07-07,2025-07-14,SHORT_A_LONG_B,44.7095,54.7636,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,2.0698,2.6266,-0.3064,1.7023,9,B,0.75,5,REVERT,66.27,6.627,58.27,8,1,-51.57,51.58,9.593,1.306,4,0.6329,-0.3064,,0.3062,0.1088,4.129,6.627,,-50.71,-51.57,,0,2.966,-4.46531795,-4.53023629,-0.06491834
2575,FCX,RIO,MINING,2025-07-21,2025-08-12,LONG_A_SHORT_B,44.9166,58.9331,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,-2.5492,0.5353,-1.4649,-0.9494,10,A,0.7917,16,STALL,-102.21,-10.221,-110.21,8,1,-50.66,52.36,-3.367,-10.221,8,-2.0108,-1.1772,-0.7486,0.3390,-0.1919,-7.273,-3.564,-3.734,-52.25,-52.28,-50.66,0,6.854,-4.61220623,-4.71649529,-0.10428906
2576,FCX,RIO,MINING,2025-09-03,2025-09-05,SHORT_A_LONG_B,45.9304,60.7803,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,2.1105,-0.0541,-0.2392,-0.707,9,B,0.75,2,REVERT,46.43,4.643,38.43,8,1,-52.28,52.28,4.643,0.237,2,,,,,0.7976,,,,,,,0,0.000,-4.6536124,-4.69946602,-0.04585362
2577,FCX,RIO,MINING,2025-09-24,2025-10-09,LONG_A_SHORT_B,37.4421,62.1325,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,-4.0554,-3.61,-0.1906,-3.0301,8,B,0.7083,11,REVERT,48.53,4.853,40.53,8,1,-52.6,55.29,4.853,-11.229,11,-2.0454,-1.3601,-0.5102,0.4917,0.1480,-8.087,-4.054,1.369,-54.76,-53.9,-52.74,0,0.000,-4.90337714,-4.86264427,0.04073287
2578,FCX,RIO,MINING,2025-10-23,2025-11-04,LONG_A_SHORT_B,41.1275,68.6989,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,-2.0113,-5.2267,-0.1227,-4.7068,9,B,0.75,8,REVERT,35.92,3.592,27.92,8,1,-54.45,54.78,3.592,-4.151,8,-2.1543,-1.5432,,-0.1367,0.3586,-4.151,-3.407,,-54.78,-54.59,,0,0.000,-5.01693346,-4.98042168,0.03651178
2579,FCX,RIO,MINING,2026-01-09,2026-01-15,SHORT_A_LONG_B,56.3895,78.923,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,2.5058,-4.8119,0.1386,-5.7708,10,A,0.7917,4,REVERT,69.53,6.953,61.53,8,1,-52.77,52.77,6.953,0.597,4,0.5597,,,0.4844,0.5174,5.332,,,-52.59,,,0,0.000,-4.98779902,-5.05515786,-0.06735884
2580,FCX,RIO,MINING,2026-01-23,2026-01-27,LONG_A_SHORT_B,60.41,87.97,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,-2.0045,-7.0215,-1.8878,-7.2486,9,B,0.75,2,TRAIL,-15.9,-1.59,-23.9,8,1,-52.84,52.86,1.167,-1.59,1,,,,,-0.1839,,,,,,,1,2.757,-5.14300768,-5.15895726,-0.01594958
2581,FCX,RIO,MINING,2026-02-04,2026-02-06,LONG_A_SHORT_B,61.86,93.8554,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,-2.0158,-8.5875,-1.1688,-7.9135,9,B,0.75,2,TRAIL,46.47,4.647,38.47,8,1,-53.27,53.27,7.203,4.647,1,,,,,-0.1266,,,,,,,0,2.556,-5.25300528,-5.20565911,0.04734617
2582,FCX,RIO,MINING,2026-03-30,2026-04-09,LONG_A_SHORT_B,54.65,88.82,2.064814,0.6524,12.69,0.054609,0.368498,-4.649809,0.8985,-2.5796,-8.7308,-0.4905,-8.5767,10,A,0.7917,7,REVERT,22.74,2.274,14.74,8,1,-52.4,53.88,2.274,-3.265,7,-1.6093,-1.6217,,0.4006,0.3771,-0.773,-2.396,,-53.38,-53.49,,0,0.000,-5.26306885,-5.25224202,0.01082683
2583,FCX,VALE,MINING,2025-05-27,2025-06-16,SHORT_A_LONG_B,39.2706,8.7582,1.155021,0.6902,19.41,0.035719,0.349753,1.186638,0.8984,2.1027,-0.2735,0.2315,-0.0033,6,C,0.625,14,REVERT,-23.37,-2.337,-31.37,8,1,25.83,38.56,0.328,-6.327,2,2.1808,2.0207,1.11,-0.0893,0.1749,-2.038,-4.299,-4.98,31.41,32.9,32.96,1,2.665,1.16409587,1.18636962,0.02227375
2584,FCX,VALE,MINING,2025-06-24,2025-06-30,SHORT_A_LONG_B,41.6185,8.4552,1.155021,0.6902,19.41,0.035719,0.349753,1.186638,0.8984,2.0566,0.9243,0.2646,0.5644,6,C,0.625,4,REVERT,30.81,3.081,22.81,8,1,21.5,42.51,3.081,-2.571,4,0.6512,,,0.4823,0.6649,2.219,,,25.04,,,0,0.000,1.26282571,1.23316289,-0.02966282
2585,FCX,VALE,MINING,2025-07-23,2025-07-25,LONG_A_SHORT_B,44.5687,9.5477,1.155021,0.6902,19.41,0.035719,0.349753,1.186638,0.8984,-2.3955,0.0524,-0.1808,0.6155,6,C,0.625,2,REVERT,45.54,4.554,37.54,8,1,34.28,38.8,4.554,1.308,2,,,,,0.7181,,,,,,,0,0.000,1.19095801,1.23737304,0.04641503
2586,FCX,VALE,MINING,2025-07-30,2025-08-01,LONG_A_SHORT_B,38.9032,8.8408,1.155021,0.6902,19.41,0.035719,0.349753,1.186638,0.8984,-2.9102,-0.5191,-1.9599,-0.3622,7,B,0.6667,2,TRAIL,13.14,1.314,5.14,8,1,34.52,38.96,4.01,1.314,1,,,,,-0.2324,,,,,,,0,2.696,1.14384936,1.15677803,0.01292867
2587,FCX,VALE,MINING,2025-09-02,2025-09-11,SHORT_A_LONG_B,44.6681,9.6588,1.155021,0.6902,19.41,0.035719,0.349753,1.186638,0.8984,3.0021,-0.0827,-0.495,-0.4409,7,B,0.6667,7,REVERT,30.44,3.044,22.44,8,1,32.33,38.4,4.381,-2.371,5,1.5019,-1.137,,0.5950,0.2140,-0.503,4.381,,35.7,35.35,,0,1.337,1.1798207,1.15029731,-0.02952339
2588,FCX,VALE,MINING,2025-09-24,2025-10-01,LONG_A_SHORT_B,37.4421,10.2856,1.155021,0.6902,19.41,0.035719,0.349753,1.186638,0.8984,-3.5684,-3.1045,-1.1483,-2.8483,7,B,0.6667,5,TRAIL,21.69,2.169,13.69,8,1,29.78,29.78,3.794,-6.826,4,-1.6594,-1.1483,,0.4979,0.1704,-0.607,2.169,,24.61,29.78,,0,1.625,0.9307312,0.95184617,0.02111497
