tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct,peakPnlDay,zAtDay3,zAtDay5,zAtDay10,zVelocityFirst3d,zVelocityLast3d,pnlAtDay3,pnlAtDay5,pnlAtDay10,betaDriftDay3,betaDriftDay5,betaDriftDay10,hadPositiveWindow,peakToExitDrop,spreadAtEntry,spreadAtExit,spreadChange
304,NOC,MTX.DE,DEFENSE,2025-07-22,2025-08-12,SHORT_A_LONG_B,557.5302,380.2,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,3.3116,1.525,0.4435,1.9436,-1,D,0.3333,15,REVERT,-25.81,-2.581,-33.81,8,1,393.87,408.77,-0.835,-4.877,1,2.1451,1.5988,1.2912,0.2079,0.0687,-2.224,-1.964,-4.877,407.58,402.67,399.82,0,1.746,5.10671726,5.13212398,0.02540672
305,NOC,MTX.DE,DEFENSE,2025-08-21,2025-08-25,SHORT_A_LONG_B,590.5791,380.9,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,2.0852,2.4676,0.2383,2.1673,-2,D,0.2917,2,REVERT,18.07,1.807,10.07,8,1,411.07,411.79,1.807,0.831,2,,,,,0.4811,,,,,,,0,0.000,5.1639275,5.14570343,-0.01822407
306,NOC,MTX.DE,DEFENSE,2025-09-26,2025-10-15,SHORT_A_LONG_B,590.2297,373.4,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,2.382,2.525,0.3061,2.8658,-2,D,0.2917,13,REVERT,-20.95,-2.095,-28.95,8,1,404.04,415.68,0.111,-6.345,1,1.5949,1.7042,1.3421,0.1139,0.1908,-0.643,-1.479,-4.237,403.72,403.89,404.95,1,2.206,5.16740903,5.18809285,0.02068382
307,NOC,MTX.DE,DEFENSE,2025-10-30,2025-11-18,LONG_A_SHORT_B,574.4246,379.4,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,-2.0585,2.024,-0.356,1.9238,-2,D,0.2917,13,REVERT,-6.37,-0.637,-14.37,8,1,409.85,411.62,0.908,-2.788,1,-1.3227,-1.3047,-1.6039,0.0553,0.3184,0.298,-0.268,-2.788,410.87,411.1,407.95,1,1.545,5.13700089,5.13092406,-0.00607683
308,NOC,MTX.DE,DEFENSE,2025-12-01,2025-12-05,LONG_A_SHORT_B,543.7684,342,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,-2.1437,1.4705,-1.4729,1.4871,-2,D,0.2917,4,TRAIL,0.95,0.095,-7.05,8,1,412.71,415.14,1.228,0.095,2,-0.8641,,,0.2574,-0.2421,1.002,,,414.31,,,0,1.133,5.10341233,5.1044145,0.00100217
309,NOC,MTX.DE,DEFENSE,2025-12-22,2026-01-02,SHORT_A_LONG_B,582.7934,355.2,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,2.3156,2.4847,1.3744,2.3642,-2,D,0.2917,4,TRAIL,7.52,0.752,-0.48,8,1,410.68,416.99,1.732,0.7,3,0.9488,,,0.2437,-0.0038,1.732,,,415.88,,,0,0.980,5.16496483,5.15764924,-0.00731559
310,NOC,MTX.DE,DEFENSE,2026-01-05,2026-01-07,SHORT_A_LONG_B,609.3683,373.1,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,2.6716,3.0535,-0.3802,1.9101,-1,D,0.3333,2,REVERT,68.09,6.809,60.09,8,1,402.43,414.5,6.809,0.665,2,,,,,0.8293,,,,,,,0,0.000,5.19948473,5.13009265,-0.06939208
311,NOC,MTX.DE,DEFENSE,2026-01-09,2026-02-10,SHORT_A_LONG_B,616.8444,383.8,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,2.1467,3.159,0.2893,4.833,-2,D,0.2917,21,REVERT,-106.95,-10.695,-114.95,8,1,418.78,423.1,-0.855,-14.767,2,2.5492,2.1479,1.1493,-0.0786,0.3713,-5.482,-7.578,-7.425,417.28,419.06,420.81,0,9.840,5.20588723,5.30749158,0.10160435
312,NOC,MTX.DE,DEFENSE,2026-02-19,2026-02-23,SHORT_A_LONG_B,734.5175,398.6,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,2.3769,5.908,1.5285,5.7113,-2,D,0.2917,2,TRAIL,11.86,1.186,3.86,8,1,424.71,424.71,1.981,1.186,1,,,,,-0.0985,,,,,,,0,0.795,5.37273432,5.36079597,-0.01193835
313,NOC,MTX.DE,DEFENSE,2026-02-24,2026-02-25,SHORT_A_LONG_B,727.73,371.1,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,2.1204,5.9963,0.2353,5.3495,-2,D,0.2917,1,REVERT,38.77,3.877,30.77,8,1,426.45,426.45,3.877,3.877,1,,,,,,,,,,,,0,0.000,5.37809279,5.33883633,-0.03925646
314,NOC,MTX.DE,DEFENSE,2026-03-02,2026-03-06,SHORT_A_LONG_B,768.02,355.8,0.204824,0.2182,27.15,0.025526,0.217696,5.014161,0.9445,3.0776,7.0262,1.5269,6.815,-1,D,0.3333,4,TRAIL,12.72,1.272,4.72,8,1,437.32,440.57,3.215,0.677,3,1.2293,,,0.3647,0.0669,3.215,,,436.32,,,0,1.943,5.44060221,5.42778176,-0.01282045
315,NOC,ESLT,DEFENSE,2025-06-13,2025-06-17,SHORT_A_LONG_B,510.9828,453.0075,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.8791,0.4242,1.4595,0.0282,-3,D,0.25,2,TRAIL,24.55,2.455,16.55,8,1,1601.26,1601.85,3.617,2.455,1,,,,,-0.1984,,,,,,,0,1.162,5.88011896,5.85526141,-0.02485755
316,NOC,ESLT,DEFENSE,2025-07-22,2025-08-20,SHORT_A_LONG_B,557.5302,435.7768,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,3.2032,1.8491,1.6633,2.5999,-3,D,0.25,21,OVERTIME,-48.32,-4.832,-56.32,8,1,1558.47,1638.78,-0.655,-4.832,2,1.9474,1.6255,1.2996,0.2441,-0.3347,-0.844,-1.448,-4.014,1634.44,1635.16,1604.64,0,4.177,5.96955826,6.01668454,0.04712628
317,NOC,ESLT,DEFENSE,2025-08-21,2025-08-25,SHORT_A_LONG_B,590.5791,458.0343,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.0344,2.7203,0.3592,2.4398,-4,D,0.2083,2,REVERT,17.45,1.745,9.45,8,1,1637.43,1647.13,1.745,0.691,2,,,,,0.4978,,,,,,,0,0.000,6.02424389,6.00663426,-0.01760963
318,NOC,ESLT,DEFENSE,2025-09-09,2025-09-12,LONG_A_SHORT_B,567.5049,487.8805,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,-2.532,2.0268,-1.6794,2.1093,-3,D,0.25,3,TRAIL,5.16,0.516,-2.84,8,1,1607.69,1613.27,1.787,0.516,2,-1.6794,,,-0.1836,-0.1836,0.516,,,1607.69,,,0,1.271,5.9807129,5.98589246,0.00517956
319,NOC,ESLT,DEFENSE,2025-09-26,2025-10-15,SHORT_A_LONG_B,590.2297,492.1884,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.2988,2.6442,0.274,3.0085,-4,D,0.2083,13,REVERT,-23.15,-2.315,-31.15,8,1,1607.64,1624.81,0.14,-6.958,1,2.1859,1.8685,1.2621,-0.0663,0.2071,-1.698,-2.274,-4.769,1623.68,1619.76,1622.69,1,2.455,6.01946336,6.04233334,0.02286998
320,NOC,ESLT,DEFENSE,2025-12-01,2025-12-05,LONG_A_SHORT_B,543.7684,454.3344,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,-2.5722,1.4122,-1.6158,1.4544,-3,D,0.25,4,TRAIL,2.55,0.255,-5.45,8,1,1603.58,1618.43,1.107,0.131,2,-1.1519,,,0.3143,-0.1292,1.051,,,1608.74,,,0,0.852,5.94213618,5.94478143,0.00264525
321,NOC,ESLT,DEFENSE,2025-12-22,2025-12-31,SHORT_A_LONG_B,582.7934,572.99,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.0658,2.3011,0.1249,1.8948,-4,D,0.2083,6,REVERT,25.19,2.519,17.19,8,1,1571.93,1578.12,2.519,0.488,6,1.0339,0.6335,,0.1225,0.3005,1.228,1.787,,1578.12,1573.38,,0,0.000,5.99793073,5.97242724,-0.02550349
322,NOC,ESLT,DEFENSE,2026-01-05,2026-01-07,SHORT_A_LONG_B,609.3683,628.22,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.8304,2.9261,-0.2578,1.963,-3,D,0.25,2,REVERT,58.88,5.888,50.88,8,1,1533.47,1565.99,5.888,0.226,2,,,,,1.0119,,,,,,,0,0.000,6.03716114,5.97671064,-0.06045050
323,NOC,ESLT,DEFENSE,2026-01-09,2026-02-10,SHORT_A_LONG_B,616.8444,683.36,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.3191,3.0423,0.4384,4.6667,-4,D,0.2083,21,REVERT,-107.3,-10.73,-115.3,8,1,1553.92,1568.72,-0.942,-14.747,2,2.5259,2.1473,1.0573,-0.0539,0.3766,-5.229,-7.365,-6.591,1553.91,1556.87,1559.61,0,9.788,6.04445488,6.14641746,0.10196258
324,NOC,ESLT,DEFENSE,2026-02-18,2026-02-25,SHORT_A_LONG_B,722.516,709.15,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.1367,5.527,-0.0276,5.0468,-4,D,0.2083,5,REVERT,29.92,2.992,21.92,8,1,1557.93,1581.98,2.992,-1.487,5,1.4698,-0.0276,,0.2910,0.4807,-0.099,2.992,,1571.22,1557.93,,0,0.000,6.20041992,6.17027233,-0.03014759
325,NOC,ESLT,DEFENSE,2026-03-02,2026-03-06,SHORT_A_LONG_B,768.02,829.36,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,2.7113,6.3548,1.2018,5.9938,-3,D,0.25,4,TRAIL,22.98,2.298,14.98,8,1,1489.19,1561.53,4.06,1.116,3,0.7145,,,0.4197,0.0701,4.06,,,1505.57,,,0,1.762,6.25237585,6.22971936,-0.02265649
326,NOC,ESLT,DEFENSE,2026-03-23,2026-03-27,LONG_A_SHORT_B,680,902.96,0.058244,0.0457,30.79,0.02251,0.21142,5.853492,0.9564,-2.5782,4.3367,-1.6261,4.3479,-3,D,0.25,4,TRAIL,0.67,0.067,-7.33,8,1,1516.65,1516.65,1.845,0.067,3,-1.3596,,,0.2296,-0.0252,1.845,,,1516.25,,,0,1.778,6.12570068,6.12640688,0.00070620
